"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1996,"Monthly","Nov","Dollars per ton","90.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1996,"Monthly","Dec","Dollars per ton","87.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1996,"Annual","Marketing year Oct-Sep","Dollars per ton","88.8708"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Jan","Dollars per ton","84.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Feb","Dollars per ton","84.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Mar","Dollars per ton","92.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Apr","Dollars per ton","96.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","May","Dollars per ton","89.9000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Jun","Dollars per ton","83.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Jul","Dollars per ton","82.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Aug","Dollars per ton","86.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Sep","Dollars per ton","89.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Oct","Dollars per ton","89.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Nov","Dollars per ton","93.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Monthly","Dec","Dollars per ton","93.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1997,"Annual","Marketing year Oct-Sep","Dollars per ton","79.7833"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Jan","Dollars per ton","92.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Feb","Dollars per ton","90.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Mar","Dollars per ton","87.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Apr","Dollars per ton","80.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","May","Dollars per ton","74.9000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Jun","Dollars per ton","69.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Jul","Dollars per ton","70.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Aug","Dollars per ton","63.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Sep","Dollars per ton","54.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Oct","Dollars per ton","57.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Nov","Dollars per ton","63.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Monthly","Dec","Dollars per ton","64.8000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1998,"Annual","Marketing year Oct-Sep","Dollars per ton","64.2767"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Jan","Dollars per ton","68.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Feb","Dollars per ton","65.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Mar","Dollars per ton","64.4000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Apr","Dollars per ton","69.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","May","Dollars per ton","78.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Jun","Dollars per ton","67.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Jul","Dollars per ton","62.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Aug","Dollars per ton","57.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Sep","Dollars per ton","53.6900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Oct","Dollars per ton","55.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Nov","Dollars per ton","50.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Monthly","Dec","Dollars per ton","53.4000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",1999,"Annual","Marketing year Oct-Sep","Dollars per ton","58.6700"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Jan","Dollars per ton","67.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Feb","Dollars per ton","71.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Mar","Dollars per ton","70.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Apr","Dollars per ton","67.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","May","Dollars per ton","66.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Jun","Dollars per ton","59.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Jul","Dollars per ton","47.2600"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Aug","Dollars per ton","48.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Sep","Dollars per ton","47.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Oct","Dollars per ton","53.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Nov","Dollars per ton","54.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Monthly","Dec","Dollars per ton","60.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2000,"Annual","Marketing year Oct-Sep","Dollars per ton","55.0208"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Jan","Dollars per ton","59.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Feb","Dollars per ton","50.8800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Mar","Dollars per ton","50.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Apr","Dollars per ton","48.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","May","Dollars per ton","49.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Jun","Dollars per ton","49.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Jul","Dollars per ton","55.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Aug","Dollars per ton","63.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Sep","Dollars per ton","65.8800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Oct","Dollars per ton","59.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Nov","Dollars per ton","60.8800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Monthly","Dec","Dollars per ton","60.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2001,"Annual","Marketing year Oct-Sep","Dollars per ton","63.2333"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Jan","Dollars per ton","63.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Feb","Dollars per ton","64.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Mar","Dollars per ton","65.4400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Apr","Dollars per ton","62.9000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","May","Dollars per ton","58.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Jun","Dollars per ton","58.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Jul","Dollars per ton","56.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Aug","Dollars per ton","67.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Sep","Dollars per ton","81.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Oct","Dollars per ton","78.9000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Nov","Dollars per ton","73.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Monthly","Dec","Dollars per ton","80.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2002,"Annual","Marketing year Oct-Sep","Dollars per ton","75.7250"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Jan","Dollars per ton","77.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Feb","Dollars per ton","81.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Mar","Dollars per ton","80.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Apr","Dollars per ton","77.9000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","May","Dollars per ton","76.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Jun","Dollars per ton","76.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Jul","Dollars per ton","73.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Aug","Dollars per ton","65.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Sep","Dollars per ton","67.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Oct","Dollars per ton","61.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Nov","Dollars per ton","87.5500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Monthly","Dec","Dollars per ton","92.3300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2003,"Annual","Marketing year Oct-Sep","Dollars per ton","83.5225"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Jan","Dollars per ton","99.3500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Feb","Dollars per ton","81.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Mar","Dollars per ton","89.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Apr","Dollars per ton","96.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","May","Dollars per ton","93.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Jun","Dollars per ton","93.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Jul","Dollars per ton","81.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Aug","Dollars per ton","69.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Sep","Dollars per ton","57.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Oct","Dollars per ton","58.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Nov","Dollars per ton","57.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Monthly","Dec","Dollars per ton","59.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2004,"Annual","Marketing year Oct-Sep","Dollars per ton","52.6733"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Jan","Dollars per ton","57.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Feb","Dollars per ton","50.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Mar","Dollars per ton","47.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Apr","Dollars per ton","45.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","May","Dollars per ton","48.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Jun","Dollars per ton","48.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Jul","Dollars per ton","52.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Aug","Dollars per ton","53.1000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Sep","Dollars per ton","54.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Oct","Dollars per ton","49.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Nov","Dollars per ton","47.8000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Monthly","Dec","Dollars per ton","51.5000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2005,"Annual","Marketing year Oct-Sep","Dollars per ton","51.9300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Jan","Dollars per ton","50.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Feb","Dollars per ton","52.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Mar","Dollars per ton","51.5100"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Apr","Dollars per ton","52.1900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","May","Dollars per ton","54.9500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Jun","Dollars per ton","55.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Jul","Dollars per ton","55.8800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Aug","Dollars per ton","52.1300"
